id,n_sentences,input,answer
84,16,"Exports from Japan rose sharply while Brazil reported a decline. The delegation travelled from Greece to Australia before the summit. The delegation travelled from Argentina to Italy before the summit. The delegation travelled from Spain to France before the summit. The documentary contrasted life in Canada with that in Kenya. Exports from Canada rose sharply while Spain reported a decline. Exports from Sweden rose sharply while Egypt reported a decline. Exports from Egypt rose sharply while Argentina reported a decline. After leaving France, the group spent three weeks in Sweden. Researchers in Spain collaborated with a team based in Poland. The delegation travelled from Peru to Norway before the summit. Chile and Sweden signed a joint statement on trade. Peru and Australia signed a joint statement on trade. The delegation travelled from Spain to Japan before the summit. The documentary contrasted life in France with that in Chile. The delegation travelled from China to Canada before the summit.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 3, ""Chile"": 2, ""China"": 1, ""Egypt"": 2, ""France"": 3, ""Greece"": 1, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 1, ""Norway"": 1, ""Peru"": 2, ""Poland"": 1, ""Spain"": 4, ""Sweden"": 3}"
85,16,"Norway and Australia signed a joint statement on trade. After leaving Greece, the group spent three weeks in Egypt. Exports from Italy rose sharply while China reported a decline. After leaving Australia, the group spent three weeks in Peru. The documentary contrasted life in India with that in Australia. The delegation travelled from Greece to Australia before the summit. Exports from Egypt rose sharply while Mexico reported a decline. Researchers in Kenya collaborated with a team based in Egypt. The delegation travelled from Poland to Brazil before the summit. The documentary contrasted life in Canada with that in Egypt. Germany and Norway signed a joint statement on trade. The delegation travelled from Italy to Japan before the summit. The delegation travelled from Australia to Kenya before the summit. Exports from Argentina rose sharply while Canada reported a decline. Researchers in Kenya collaborated with a team based in Egypt. Australia and China signed a joint statement on trade.","{""Argentina"": 1, ""Australia"": 6, ""Brazil"": 1, ""Canada"": 2, ""China"": 2, ""Egypt"": 5, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 3, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 1}"
86,16,"Australia and Japan signed a joint statement on trade. After leaving Norway, the group spent three weeks in India. The documentary contrasted life in Italy with that in Chile. The documentary contrasted life in Japan with that in Germany. Germany and Argentina signed a joint statement on trade. After leaving Egypt, the group spent three weeks in Australia. Norway and China signed a joint statement on trade. The delegation travelled from Mexico to Egypt before the summit. After leaving Greece, the group spent three weeks in Mexico. After leaving Norway, the group spent three weeks in Japan. Exports from Mexico rose sharply while Greece reported a decline. Exports from Norway rose sharply while India reported a decline. The documentary contrasted life in Poland with that in China. India and Greece signed a joint statement on trade. The delegation travelled from Canada to China before the summit. Researchers in Brazil collaborated with a team based in Poland.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 1, ""China"": 3, ""Egypt"": 2, ""Germany"": 2, ""Greece"": 3, ""India"": 3, ""Italy"": 1, ""Japan"": 3, ""Mexico"": 3, ""Norway"": 4, ""Poland"": 2}"
87,16,"Researchers in Egypt collaborated with a team based in France. Poland and Sweden signed a joint statement on trade. The documentary contrasted life in Egypt with that in Kenya. Exports from India rose sharply while Argentina reported a decline. Researchers in Australia collaborated with a team based in Peru. Researchers in Spain collaborated with a team based in Brazil. The delegation travelled from Canada to Greece before the summit. After leaving Germany, the group spent three weeks in Spain. Exports from Australia rose sharply while Kenya reported a decline. Researchers in Australia collaborated with a team based in Canada. The delegation travelled from Brazil to Egypt before the summit. Researchers in Spain collaborated with a team based in India. Norway and Japan signed a joint statement on trade. After leaving Germany, the group spent three weeks in Spain. Norway and Poland signed a joint statement on trade. Kenya and Poland signed a joint statement on trade.","{""Argentina"": 1, ""Australia"": 3, ""Brazil"": 2, ""Canada"": 2, ""Egypt"": 3, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 2, ""Japan"": 1, ""Kenya"": 3, ""Norway"": 2, ""Peru"": 1, ""Poland"": 3, ""Spain"": 4, ""Sweden"": 1}"
88,16,"Exports from China rose sharply while Brazil reported a decline. The delegation travelled from Sweden to India before the summit. Researchers in Germany collaborated with a team based in Japan. The documentary contrasted life in Greece with that in Japan. Exports from Australia rose sharply while Germany reported a decline. Exports from Brazil rose sharply while Peru reported a decline. Exports from Argentina rose sharply while Norway reported a decline. The delegation travelled from China to India before the summit. The delegation travelled from Italy to China before the summit. After leaving Chile, the group spent three weeks in Italy. Italy and Spain signed a joint statement on trade. Researchers in Argentina collaborated with a team based in Peru. The delegation travelled from Peru to Australia before the summit. The documentary contrasted life in Australia with that in Brazil. Researchers in Japan collaborated with a team based in Canada. Researchers in Peru collaborated with a team based in China.","{""Argentina"": 2, ""Australia"": 3, ""Brazil"": 3, ""Canada"": 1, ""Chile"": 1, ""China"": 4, ""Germany"": 2, ""Greece"": 1, ""India"": 2, ""Italy"": 3, ""Japan"": 3, ""Norway"": 1, ""Peru"": 4, ""Spain"": 1, ""Sweden"": 1}"
89,16,"Researchers in Peru collaborated with a team based in Kenya. The delegation travelled from Italy to Poland before the summit. The documentary contrasted life in Canada with that in Germany. The documentary contrasted life in Mexico with that in Peru. Researchers in Greece collaborated with a team based in Argentina. After leaving Mexico, the group spent three weeks in Poland. After leaving Norway, the group spent three weeks in India. Researchers in Norway collaborated with a team based in Germany. The delegation travelled from Poland to Sweden before the summit. After leaving Chile, the group spent three weeks in Germany. The documentary contrasted life in Japan with that in Sweden. After leaving Italy, the group spent three weeks in Mexico. The documentary contrasted life in Argentina with that in Sweden. Researchers in Brazil collaborated with a team based in Egypt. Researchers in Kenya collaborated with a team based in Argentina. Egypt and Norway signed a joint statement on trade.","{""Argentina"": 3, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 1, ""Egypt"": 2, ""Germany"": 3, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 3, ""Norway"": 3, ""Peru"": 2, ""Poland"": 3, ""Sweden"": 3}"
90,16,"The documentary contrasted life in Poland with that in India. Exports from Norway rose sharply while Egypt reported a decline. After leaving Italy, the group spent three weeks in Australia. After leaving Brazil, the group spent three weeks in Greece. Researchers in India collaborated with a team based in Brazil. Exports from Kenya rose sharply while Canada reported a decline. The documentary contrasted life in Egypt with that in Norway. Mexico and Norway signed a joint statement on trade. The delegation travelled from Peru to India before the summit. After leaving Argentina, the group spent three weeks in Greece. After leaving Germany, the group spent three weeks in Norway. Researchers in Chile collaborated with a team based in Argentina. Exports from Australia rose sharply while China reported a decline. The delegation travelled from Norway to India before the summit. Researchers in Greece collaborated with a team based in Germany. The delegation travelled from Mexico to Canada before the summit.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 1, ""China"": 1, ""Egypt"": 2, ""Germany"": 2, ""Greece"": 3, ""India"": 4, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Norway"": 5, ""Peru"": 1, ""Poland"": 1}"
91,16,"Exports from France rose sharply while Mexico reported a decline. Poland and Peru signed a joint statement on trade. The documentary contrasted life in China with that in Greece. The delegation travelled from Sweden to Peru before the summit. After leaving Egypt, the group spent three weeks in Germany. The delegation travelled from Kenya to Spain before the summit. Exports from France rose sharply while Poland reported a decline. Researchers in Sweden collaborated with a team based in Mexico. The delegation travelled from Egypt to Germany before the summit. Researchers in Brazil collaborated with a team based in Kenya. The delegation travelled from China to Australia before the summit. After leaving France, the group spent three weeks in Australia. The delegation travelled from Brazil to Sweden before the summit. The delegation travelled from India to France before the summit. The documentary contrasted life in Greece with that in India. After leaving Italy, the group spent three weeks in Brazil.","{""Australia"": 2, ""Brazil"": 3, ""China"": 2, ""Egypt"": 2, ""France"": 4, ""Germany"": 2, ""Greece"": 2, ""India"": 2, ""Italy"": 1, ""Kenya"": 2, ""Mexico"": 2, ""Peru"": 2, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 3}"
92,16,"Researchers in Chile collaborated with a team based in India. The delegation travelled from Chile to Egypt before the summit. Norway and Spain signed a joint statement on trade. The documentary contrasted life in Australia with that in Greece. Mexico and Canada signed a joint statement on trade. After leaving Peru, the group spent three weeks in India. The documentary contrasted life in Chile with that in Canada. The delegation travelled from Canada to Greece before the summit. The delegation travelled from Spain to Italy before the summit. Italy and Sweden signed a joint statement on trade. Researchers in Canada collaborated with a team based in Germany. The delegation travelled from Kenya to Japan before the summit. The documentary contrasted life in Mexico with that in Chile. The documentary contrasted life in Brazil with that in Poland. The delegation travelled from Italy to Mexico before the summit. The delegation travelled from China to Sweden before the summit.","{""Australia"": 1, ""Brazil"": 1, ""Canada"": 4, ""Chile"": 4, ""China"": 1, ""Egypt"": 1, ""Germany"": 1, ""Greece"": 2, ""India"": 2, ""Italy"": 3, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 3, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 2}"
93,16,"Exports from Japan rose sharply while India reported a decline. The documentary contrasted life in Australia with that in Poland. Researchers in Japan collaborated with a team based in Poland. After leaving Argentina, the group spent three weeks in Poland. Japan and Italy signed a joint statement on trade. Researchers in Chile collaborated with a team based in Poland. After leaving Sweden, the group spent three weeks in Egypt. Greece and Canada signed a joint statement on trade. Researchers in Norway collaborated with a team based in Brazil. Exports from Peru rose sharply while India reported a decline. Researchers in Argentina collaborated with a team based in Poland. Exports from Poland rose sharply while Mexico reported a decline. The documentary contrasted life in Japan with that in Kenya. After leaving Poland, the group spent three weeks in Mexico. Researchers in Germany collaborated with a team based in Greece. Exports from Chile rose sharply while Brazil reported a decline.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 2, ""Egypt"": 1, ""Germany"": 1, ""Greece"": 2, ""India"": 2, ""Italy"": 1, ""Japan"": 4, ""Kenya"": 1, ""Mexico"": 2, ""Norway"": 1, ""Peru"": 1, ""Poland"": 7, ""Sweden"": 1}"
94,16,"Poland and France signed a joint statement on trade. The documentary contrasted life in Norway with that in Germany. Exports from Peru rose sharply while Kenya reported a decline. Researchers in Kenya collaborated with a team based in Australia. The documentary contrasted life in Brazil with that in Argentina. Exports from Sweden rose sharply while Mexico reported a decline. The documentary contrasted life in Mexico with that in Canada. The delegation travelled from Kenya to Italy before the summit. The documentary contrasted life in Canada with that in India. After leaving China, the group spent three weeks in Germany. After leaving Kenya, the group spent three weeks in Greece. Exports from Egypt rose sharply while Australia reported a decline. After leaving Poland, the group spent three weeks in Argentina. Researchers in Brazil collaborated with a team based in Canada. The documentary contrasted life in Spain with that in Norway. The documentary contrasted life in Brazil with that in Mexico.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 3, ""Canada"": 3, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Kenya"": 4, ""Mexico"": 3, ""Norway"": 2, ""Peru"": 1, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 1}"
95,16,"India and France signed a joint statement on trade. After leaving India, the group spent three weeks in Norway. Exports from Greece rose sharply while Germany reported a decline. The documentary contrasted life in Brazil with that in Kenya. The documentary contrasted life in India with that in Brazil. After leaving Argentina, the group spent three weeks in Norway. Exports from Peru rose sharply while Greece reported a decline. Sweden and Norway signed a joint statement on trade. After leaving Argentina, the group spent three weeks in Japan. After leaving Norway, the group spent three weeks in France. Sweden and Italy signed a joint statement on trade. Researchers in Australia collaborated with a team based in Norway. Researchers in Greece collaborated with a team based in Argentina. After leaving Argentina, the group spent three weeks in Brazil. The delegation travelled from Brazil to Spain before the summit. Sweden and Peru signed a joint statement on trade.","{""Argentina"": 4, ""Australia"": 1, ""Brazil"": 4, ""France"": 2, ""Germany"": 1, ""Greece"": 3, ""India"": 3, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Norway"": 5, ""Peru"": 2, ""Spain"": 1, ""Sweden"": 3}"
96,16,"The documentary contrasted life in Egypt with that in Brazil. Researchers in Poland collaborated with a team based in Japan. After leaving Argentina, the group spent three weeks in Norway. The delegation travelled from Germany to Spain before the summit. After leaving Argentina, the group spent three weeks in Italy. Argentina and Chile signed a joint statement on trade. After leaving Italy, the group spent three weeks in France. Researchers in India collaborated with a team based in Australia. France and Australia signed a joint statement on trade. The delegation travelled from China to Spain before the summit. The documentary contrasted life in Egypt with that in Sweden. The delegation travelled from Sweden to Mexico before the summit. After leaving Norway, the group spent three weeks in Italy. Researchers in Australia collaborated with a team based in Norway. The delegation travelled from Australia to Poland before the summit. The documentary contrasted life in Germany with that in Norway.","{""Argentina"": 3, ""Australia"": 4, ""Brazil"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 2, ""India"": 1, ""Italy"": 3, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 4, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 2}"
97,16,"After leaving Australia, the group spent three weeks in India. The delegation travelled from Norway to China before the summit. France and Poland signed a joint statement on trade. The documentary contrasted life in Egypt with that in Brazil. Exports from Peru rose sharply while Poland reported a decline. Spain and Argentina signed a joint statement on trade. The documentary contrasted life in Norway with that in Egypt. Researchers in France collaborated with a team based in Spain. Germany and Norway signed a joint statement on trade. After leaving Peru, the group spent three weeks in Mexico. Exports from Argentina rose sharply while India reported a decline. Exports from Brazil rose sharply while Sweden reported a decline. Poland and Brazil signed a joint statement on trade. After leaving Japan, the group spent three weeks in Brazil. Exports from Peru rose sharply while India reported a decline. Researchers in Argentina collaborated with a team based in France.","{""Argentina"": 3, ""Australia"": 1, ""Brazil"": 4, ""China"": 1, ""Egypt"": 2, ""France"": 3, ""Germany"": 1, ""India"": 3, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 3, ""Poland"": 3, ""Spain"": 2, ""Sweden"": 1}"
98,16,"The delegation travelled from Spain to Poland before the summit. Researchers in Peru collaborated with a team based in Argentina. The documentary contrasted life in Greece with that in Egypt. Researchers in Italy collaborated with a team based in France. The documentary contrasted life in Chile with that in Italy. Researchers in Argentina collaborated with a team based in Brazil. Exports from Poland rose sharply while Norway reported a decline. Poland and India signed a joint statement on trade. Researchers in Greece collaborated with a team based in Sweden. Kenya and France signed a joint statement on trade. After leaving Greece, the group spent three weeks in Peru. The delegation travelled from Germany to India before the summit. Kenya and Argentina signed a joint statement on trade. Kenya and Canada signed a joint statement on trade. Exports from Egypt rose sharply while Japan reported a decline. The delegation travelled from Chile to Japan before the summit.","{""Argentina"": 3, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 2, ""Egypt"": 2, ""France"": 2, ""Germany"": 1, ""Greece"": 3, ""India"": 2, ""Italy"": 2, ""Japan"": 2, ""Kenya"": 3, ""Norway"": 1, ""Peru"": 2, ""Poland"": 3, ""Spain"": 1, ""Sweden"": 1}"
99,16,"Italy and France signed a joint statement on trade. The documentary contrasted life in Canada with that in Poland. Exports from Egypt rose sharply while Argentina reported a decline. Egypt and Italy signed a joint statement on trade. Chile and Norway signed a joint statement on trade. Exports from Japan rose sharply while Peru reported a decline. Researchers in Norway collaborated with a team based in Spain. Chile and Sweden signed a joint statement on trade. The documentary contrasted life in Kenya with that in Germany. Kenya and Egypt signed a joint statement on trade. Researchers in Brazil collaborated with a team based in Italy. China and Mexico signed a joint statement on trade. Exports from Sweden rose sharply while Chile reported a decline. The delegation travelled from France to India before the summit. After leaving India, the group spent three weeks in Kenya. After leaving Norway, the group spent three weeks in Japan.","{""Argentina"": 1, ""Brazil"": 1, ""Canada"": 1, ""Chile"": 3, ""China"": 1, ""Egypt"": 3, ""France"": 2, ""Germany"": 1, ""India"": 2, ""Italy"": 3, ""Japan"": 2, ""Kenya"": 3, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 1, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 2}"
